Provincia,Partido,Localidad,bw_hasta_10M,bw_10_a_100M,bw_desde_100M,GrandTotal
CORDOBA,Ischilín,Quilino,173.0,126.0,0.0,299.0
CORDOBA,Ischilín,Villa Quilino,0.0,36.0,0.0,36.0
CORDOBA,Juárez Celman,Alejandro Roca (Est. Alejandro),472.0,202.0,0.0,674.0
CORDOBA,Juárez Celman,Bengolea,269.0,0.0,0.0,269.0
CORDOBA,Juárez Celman,Carnerillo,352.0,528.0,0.0,880.0
CORDOBA,Juárez Celman,Charras,13.0,0.0,0.0,13.0
CORDOBA,Juárez Celman,General Cabrera,872.0,114.0,0.0,986.0
CORDOBA,Juárez Celman,General Deheza,1000.0,3529.0,71.0,4600.0
CORDOBA,Juárez Celman,Huanchillas,0.0,1.0,1.0,2.0
CORDOBA,Juárez Celman,La Carlota,907.0,79.0,0.0,986.0
CORDOBA,Juárez Celman,Los Cisnes,167.0,0.0,0.0,167.0
CORDOBA,Juárez Celman,Olaeta,65.0,0.0,0.0,65.0
CORDOBA,Juárez Celman,Santa Eufemia,634.0,0.0,11.0,645.0
CORDOBA,Juárez Celman,Ucacha,1940.0,9.0,1.0,1950.0
CORDOBA,Juárez Celman,Villa Reducción,231.0,1.0,0.0,232.0
CORDOBA,Marcos Juárez,Alejo Ledesma,82.0,0.0,1.0,83.0
CORDOBA,Marcos Juárez,Arias,466.0,27.0,0.0,493.0
CORDOBA,Marcos Juárez,Camilo Aldao,1153.0,3.0,0.0,1156.0
CORDOBA,Marcos Juárez,Capitán General Bernardo O'Higgins,141.0,30.0,0.0,171.0
CORDOBA,Marcos Juárez,Cavanagh,322.0,0.0,0.0,322.0
CORDOBA,Marcos Juárez,Colonia Italiana,199.0,0.0,0.0,199.0
CORDOBA,Marcos Juárez,Corral de Bustos,6906.0,1305.0,1.0,8212.0
CORDOBA,Marcos Juárez,Cruz Alta,575.0,95.0,1.0,671.0
CORDOBA,Marcos Juárez,General Baldissera,452.0,0.0,0.0,452.0
CORDOBA,Marcos Juárez,General Roca,1054.0,79.0,0.0,1133.0
CORDOBA,Marcos Juárez,Guatimozín,3.0,802.0,593.0,1398.0
CORDOBA,Marcos Juárez,Inriville,287.0,35.0,0.0,322.0
CORDOBA,Marcos Juárez,Isla Verde,954.0,73.0,0.0,1027.0
CORDOBA,Marcos Juárez,Leones,132.0,2579.0,28.0,2739.0
CORDOBA,Marcos Juárez,Los Surgentes,762.0,3.0,0.0,765.0
CORDOBA,Marcos Juárez,Marcos Juárez,403.0,10117.0,91.0,10611.0
CORDOBA,Marcos Juárez,Monte Buey,1563.0,0.0,0.0,1563.0
CORDOBA,Marcos Juárez,Saira,218.0,16.0,0.0,234.0
CORDOBA,Marcos Juárez,Villa Elisa,550.0,481.0,0.0,1031.0
CORDOBA,Minas,Ciénaga del Coro,89.0,0.0,0.0,89.0
CORDOBA,Minas,El Chacho,26.0,0.0,0.0,26.0
CORDOBA,Minas,Estancia de Guadalupe,35.0,0.0,0.0,35.0
CORDOBA,Minas,La Playa,53.0,0.0,0.0,53.0
CORDOBA,Minas,San Carlos Minas,465.0,31.0,0.0,496.0
CORDOBA,Minas,Tosno,29.0,0.0,0.0,29.0
CORDOBA,OTROS,Otros,272.0,1.0,0.0,273.0
CORDOBA,Pocho,Chancani,85.0,12.0,0.0,97.0
CORDOBA,Pocho,Las Palmas,9.0,0.0,0.0,9.0
CORDOBA,Pocho,Los Talares,39.0,0.0,0.0,39.0
CORDOBA,Pocho,Salsacate,435.0,32.0,0.0,467.0
CORDOBA,Pocho,San Gerónimo,11.0,0.0,0.0,11.0
CORDOBA,Pocho,Tala Cañada,39.0,0.0,0.0,39.0
CORDOBA,Pocho,Taninga,19.0,0.0,0.0,19.0
CORDOBA,Pocho,Villa de Pocho,40.0,0.0,0.0,40.0
CORDOBA,Presidente Roque Sáenz Peña,General Levalle,2242.0,379.0,1.0,2622.0
CORDOBA,Presidente Roque Sáenz Peña,La Cesira,450.0,3.0,0.0,453.0
CORDOBA,Presidente Roque Sáenz Peña,Laboulaye,1386.0,5639.0,305.0,7330.0
CORDOBA,Presidente Roque Sáenz Peña,Leguizamón,1.0,0.0,0.0,1.0
CORDOBA,Presidente Roque Sáenz Peña,Melo,411.0,0.0,0.0,411.0
CORDOBA,Presidente Roque Sáenz Peña,Río Bamba,28.0,1.0,0.0,29.0
CORDOBA,Presidente Roque Sáenz Peña,Rosales,132.0,0.0,0.0,132.0
CORDOBA,Presidente Roque Sáenz Peña,Serrano,1114.0,1.0,0.0,1115.0
CORDOBA,Punilla,Bialet Massé,1164.0,111.0,0.0,1275.0
CORDOBA,Punilla,Cabalango,206.0,1.0,0.0,207.0
CORDOBA,Punilla,Capilla del Monte,2149.0,142.0,91.0,2382.0
CORDOBA,Punilla,Casa Grande,53.0,0.0,4.0,57.0
CORDOBA,Punilla,Charbonier,89.0,0.0,13.0,102.0
CORDOBA,Punilla,Cosquín,1287.0,4631.0,196.0,6114.0
CORDOBA,Punilla,Cuesta Blanca,38.0,2.0,0.0,40.0
CORDOBA,Punilla,Estancia Vieja,215.0,1.0,0.0,216.0
CORDOBA,Punilla,Huerta Grande,32.0,488.0,109.0,629.0
CORDOBA,Punilla,La Cumbre,1117.0,84.0,18.0,1219.0
CORDOBA,Punilla,La Falda,1200.0,4643.0,210.0,6053.0
CORDOBA,Punilla,Las Jarillas,4.0,0.0,0.0,4.0
CORDOBA,Punilla,Los Cocos,254.0,0.0,4.0,258.0
CORDOBA,Punilla,Mayu Sumaj,48.0,125.0,4.0,177.0
CORDOBA,Punilla,San Antonio de Arredondo,112.0,1266.0,57.0,1435.0
CORDOBA,Punilla,San Esteban,95.0,5.0,4.0,104.0
CORDOBA,Punilla,San Roque,232.0,1.0,0.0,233.0
CORDOBA,Punilla,Santa María de Punilla,1289.0,98.0,3.0,1390.0
CORDOBA,Punilla,Tala Huasi,13.0,2.0,0.0,15.0
CORDOBA,Punilla,Tanti,370.0,3.0,225.0,598.0
CORDOBA,Punilla,Valle Hermoso,961.0,83.0,1.0,1045.0
CORDOBA,Punilla,Villa Carlos Paz,2230.0,20588.0,1663.0,24481.0
CORDOBA,Punilla,Villa Giardino,1418.0,65.0,127.0,1610.0
CORDOBA,Punilla,Villa Parque Siquimán,277.0,8.0,0.0,285.0
CORDOBA,Punilla,Villa Río Icho Cruz,147.0,0.0,0.0,147.0
CORDOBA,Punilla,Villa Santa Cruz del Lago,371.0,180.0,0.0,551.0
CORDOBA,Río Cuarto,Achiras,289.0,7.0,0.0,296.0
CORDOBA,Río Cuarto,Adelia María,434.0,2214.0,368.0,3016.0
CORDOBA,Río Cuarto,Alcira (Est. Gigena),1039.0,309.0,0.0,1348.0
CORDOBA,Río Cuarto,ALPA CORRAL,0.0,0.0,160.0,160.0
CORDOBA,Río Cuarto,Berrotarán,2112.0,74.0,4.0,2190.0
CORDOBA,Río Cuarto,Bulnes,51.0,0.0,0.0,51.0
CORDOBA,Río Cuarto,Chaján,1.0,78.0,0.0,79.0
CORDOBA,Río Cuarto,Chucul,91.0,2.0,2.0,95.0
CORDOBA,Río Cuarto,Coronel Baigorria,74.0,0.0,0.0,74.0
CORDOBA,Río Cuarto,Coronel Moldes,469.0,32.0,1340.0,1841.0
CORDOBA,Río Cuarto,Elena,787.0,33.0,1.0,821.0
CORDOBA,Río Cuarto,La Carolina,73.0,1.0,0.0,74.0
CORDOBA,Río Cuarto,Las Acequias,423.0,0.0,0.0,423.0
CORDOBA,Río Cuarto,LAS ALBAHACAS,9.0,0.0,14.0,23.0
CORDOBA,Río Cuarto,Las Higueras,883.0,578.0,13.0,1474.0
CORDOBA,Río Cuarto,Las Peñas,34.0,0.0,0.0,34.0
CORDOBA,Río Cuarto,Las Vertientes,70.0,3.0,0.0,73.0
CORDOBA,Río Cuarto,Malena,1.0,0.0,0.0,1.0
CORDOBA,Río Cuarto,Otros,0.0,0.0,31.0,31.0
CORDOBA,Río Cuarto,Río Cuarto,6036.0,55081.0,4120.0,65237.0
CORDOBA,Río Cuarto,Sampacho,777.0,58.0,1073.0,1908.0
CORDOBA,Río Cuarto,San Basilio,552.0,350.0,1.0,903.0
CORDOBA,Río Cuarto,Santa Catalina (Est. Holmberg),578.0,567.0,0.0,1145.0
CORDOBA,Río Cuarto,Vicuña Mackenna,3339.0,472.0,1.0,3812.0
CORDOBA,Río Cuarto,VILLA EL CHACAY,0.0,0.0,4.0,4.0
CORDOBA,Río Cuarto,Washington,38.0,0.0,0.0,38.0
CORDOBA,Río Primero,Cañada de Machado,11.0,0.0,0.0,11.0
CORDOBA,Río Primero,Diego de Rojas,0.0,2.0,0.0,2.0
CORDOBA,Río Primero,Esquina,1.0,56.0,0.0,57.0
CORDOBA,Río Primero,La Para,1322.0,1.0,0.0,1323.0
CORDOBA,Río Primero,La Puerta,86.0,15.0,0.0,101.0
CORDOBA,Río Primero,La Quinta,20.0,0.0,0.0,20.0
CORDOBA,Río Primero,Montecristo,1434.0,300.0,1.0,1735.0
CORDOBA,Río Primero,Otros,20.0,0.0,0.0,20.0
CORDOBA,Río Primero,Piquillín,130.0,28.0,0.0,158.0
CORDOBA,Río Primero,Río Primero,2030.0,52.0,0.0,2082.0
CORDOBA,Río Primero,Santa Rosa de Río Primero,964.0,527.0,17.0,1508.0
CORDOBA,Río Primero,Villa Fontana,287.0,114.0,0.0,401.0
CORDOBA,Río Seco,Cerro Colorado,60.0,0.0,0.0,60.0
CORDOBA,Río Seco,Rayo Cortado,57.0,0.0,0.0,57.0
CORDOBA,Río Seco,Sebastián Elcano,2.0,0.0,0.0,2.0
CORDOBA,Río Seco,Villa de María,1279.0,0.0,0.0,1279.0
CORDOBA,Río Segundo,Calchín,922.0,0.0,0.0,922.0
CORDOBA,Río Segundo,Capilla del Carmen,10.0,141.0,2.0,153.0
CORDOBA,Río Segundo,Carrilobo,654.0,6.0,0.0,660.0
CORDOBA,Río Segundo,Colazo,1.0,0.0,2.0,3.0
CORDOBA,Río Segundo,Costasacate,286.0,4.0,1.0,291.0
CORDOBA,Río Segundo,Laguna Larga,1361.0,91.0,1.0,1453.0
CORDOBA,Río Segundo,Las Junturas,109.0,468.0,0.0,577.0
CORDOBA,Río Segundo,Los Chañaritos,70.0,2.0,0.0,72.0
CORDOBA,Río Segundo,Luque,47.0,1086.0,1.0,1134.0
CORDOBA,Río Segundo,Manfredi,65.0,11.0,2.0,78.0
CORDOBA,Río Segundo,Oncativo,3123.0,50.0,2.0,3175.0
CORDOBA,Río Segundo,Pilar,3765.0,171.0,2.0,3938.0
CORDOBA,Río Segundo,Pozo del Molle,1892.0,0.0,0.0,1892.0
CORDOBA,Río Segundo,Rincón,14.0,129.0,0.0,143.0
CORDOBA,Río Segundo,Río Segundo,4853.0,57.0,0.0,4910.0
CORDOBA,Río Segundo,Santiago Temple,817.0,9.0,0.0,826.0
CORDOBA,Río Segundo,Villa del Rosario,207.0,5777.0,1485.0,7469.0
CORDOBA,San Alberto,Arroyo Los Patos,43.0,20.0,0.0,63.0
CORDOBA,San Alberto,El Huayco,61.0,11.0,0.0,72.0
CORDOBA,San Alberto,La Cortadera,1.0,0.0,0.0,1.0
CORDOBA,San Alberto,Las Calles,58.0,0.0,0.0,58.0
CORDOBA,San Alberto,Las Rabonas,52.0,0.0,3.0,55.0
CORDOBA,San Alberto,Mina Clavero,1981.0,332.0,0.0,2313.0
CORDOBA,San Alberto,Nono,269.0,132.0,0.0,401.0
CORDOBA,San Alberto,San Huberto,30.0,0.0,0.0,30.0
CORDOBA,San Alberto,San Lorenzo,21.0,0.0,0.0,21.0
CORDOBA,San Alberto,San Pedro,301.0,108.0,0.0,409.0
CORDOBA,San Alberto,San Vicente,26.0,8.0,0.0,34.0
CORDOBA,San Alberto,Sauce Arriba,21.0,0.0,0.0,21.0
CORDOBA,San Alberto,Villa Cura Brochero,182.0,123.0,0.0,305.0
CORDOBA,San Alberto,Villa Sarmiento,357.0,67.0,0.0,424.0
CORDOBA,San Javier,Conlara,24.0,0.0,0.0,24.0
CORDOBA,San Javier,Cruz Caña,41.0,0.0,0.0,41.0
CORDOBA,San Javier,Dos Arroyos,5.0,0.0,0.0,5.0
CORDOBA,San Javier,El Pantanillo,3.0,0.0,1.0,4.0
CORDOBA,San Javier,La Paz,257.0,0.0,12.0,269.0
CORDOBA,San Javier,La Población,67.0,0.0,11.0,78.0
CORDOBA,San Javier,La Ramada,14.0,0.0,0.0,14.0
CORDOBA,San Javier,La Travesía,42.0,0.0,7.0,49.0
CORDOBA,San Javier,Las Chacras,1.0,0.0,0.0,1.0
CORDOBA,San Javier,Las Tapias,150.0,97.0,0.0,247.0
CORDOBA,San Javier,Loma Bola,18.0,0.0,2.0,20.0
CORDOBA,San Javier,Los Cerrillos,63.0,1.0,0.0,64.0
CORDOBA,San Javier,Los Hornillos,304.0,29.0,0.0,333.0
CORDOBA,San Javier,Los Molles,36.0,0.0,0.0,36.0
CORDOBA,San Javier,Los Romeros,9.0,0.0,0.0,9.0
CORDOBA,San Javier,Luyaba,120.0,0.0,4.0,124.0
CORDOBA,San Javier,Quebracho Ladeado,10.0,0.0,0.0,10.0
CORDOBA,San Javier,Quebrada de los Pozos,55.0,26.0,1.0,82.0
CORDOBA,San Javier,San Javier y Yacanto,214.0,0.0,66.0,280.0
CORDOBA,San Javier,San José,57.0,12.0,0.0,69.0
CORDOBA,San Javier,Villa de las Rosas,242.0,83.0,4.0,329.0
CORDOBA,San Javier,Villa Dolores,4492.0,4177.0,97.0,8766.0
CORDOBA,San Javier,Villa La Viña,6.0,0.0,0.0,6.0
CORDOBA,San Justo,Alicia,1193.0,25.0,1.0,1219.0
CORDOBA,San Justo,Altos de Chipión,607.0,0.0,0.0,607.0
CORDOBA,San Justo,Arroyito,6790.0,2638.0,1.0,9429.0
CORDOBA,San Justo,Brinkmann,228.0,2507.0,0.0,2735.0
CORDOBA,San Justo,Colonia Anita,4.0,0.0,0.0,4.0
CORDOBA,San Justo,Colonia Las Pichanas,32.0,0.0,11.0,43.0
CORDOBA,San Justo,Colonia Marina,466.0,11.0,1.0,478.0
CORDOBA,San Justo,Colonia San Bartolomé,380.0,10.0,0.0,390.0
CORDOBA,San Justo,Colonia Vignaud,108.0,88.0,0.0,196.0
CORDOBA,San Justo,Devoto,539.0,74.0,1.0,614.0
CORDOBA,San Justo,El Arañado,540.0,2.0,4.0,546.0
CORDOBA,San Justo,El Fortín,424.0,34.0,0.0,458.0
CORDOBA,San Justo,El Fuertecito,9.0,0.0,0.0,9.0
CORDOBA,San Justo,El Tío,502.0,180.0,0.0,682.0
CORDOBA,San Justo,Estación Luxardo,36.0,0.0,0.0,36.0
CORDOBA,San Justo,Freyre,2344.0,217.0,0.0,2561.0
CORDOBA,San Justo,La Francia,677.0,557.0,0.0,1234.0
CORDOBA,San Justo,La Paquita,342.0,4.0,0.0,346.0
CORDOBA,San Justo,La Tordilla,480.0,0.0,0.0,480.0
CORDOBA,San Justo,Las Varas,148.0,11.0,0.0,159.0
CORDOBA,San Justo,Las Varillas,6810.0,395.0,24.0,7229.0
CORDOBA,San Justo,Marull,629.0,92.0,0.0,721.0
CORDOBA,San Justo,Miramar,564.0,466.0,0.0,1030.0
CORDOBA,San Justo,Morteros,677.0,5648.0,432.0,6757.0
CORDOBA,San Justo,Plaza Luxardo,6.0,0.0,0.0,6.0
CORDOBA,San Justo,Plaza San Francisco,9.0,0.0,0.0,9.0
CORDOBA,San Justo,Porteña,1775.0,182.0,40.0,1997.0
CORDOBA,San Justo,Quebracho Herrado,0.0,0.0,18.0,18.0
CORDOBA,San Justo,Sacanta,1236.0,65.0,0.0,1301.0
CORDOBA,San Justo,San Francisco,2983.0,16185.0,1948.0,21116.0
CORDOBA,San Justo,Saturnino María Laspiur,752.0,7.0,0.0,759.0
CORDOBA,San Justo,Seeber,66.0,0.0,0.0,66.0
CORDOBA,San Justo,Toro Pujio,77.0,0.0,0.0,77.0
CORDOBA,San Justo,Tránsito,1133.0,81.0,6.0,1220.0
CORDOBA,San Justo,Villa Concepción del Tío,357.0,20.0,0.0,377.0
CORDOBA,San Justo,Villa del Tránsito,45.0,6.0,0.0,51.0
CORDOBA,San Justo,Villa San Esteban,28.0,0.0,0.0,28.0
CORDOBA,Santa María,Alta Gracia,2691.0,12860.0,575.0,16126.0
CORDOBA,Santa María,Anisacate,507.0,21.0,0.0,528.0
CORDOBA,Santa María,Despeñaderos,1544.0,1.0,0.0,1545.0
CORDOBA,Santa María,José de la Quintana,13.0,0.0,0.0,13.0
CORDOBA,Santa María,La Cumbrecita,2.0,0.0,0.0,2.0
CORDOBA,Santa María,La Donosa,74.0,0.0,0.0,74.0
CORDOBA,Santa María,La Paisanita,25.0,8.0,0.0,33.0
CORDOBA,Santa María,Malagueño,997.0,34.0,0.0,1031.0
CORDOBA,Santa María,Monte Ralo,27.0,0.0,0.0,27.0
CORDOBA,Santa María,Potrero de Garay,804.0,28.0,0.0,832.0
CORDOBA,Santa María,San Nicolás,5.0,2.0,0.0,7.0
CORDOBA,Santa María,Toledo,683.0,1.0,0.0,684.0
CORDOBA,Santa María,Valle de Anisacate,62.0,0.0,0.0,62.0
CORDOBA,Santa María,Villa Ciudad de América (Loteo Diego de Rojas),223.0,9.0,0.0,232.0
CORDOBA,Santa María,Villa del Prado,49.0,1.0,0.0,50.0
CORDOBA,Santa María,Villa La Bolsa,53.0,0.0,0.0,53.0
CORDOBA,Santa María,Villa Los Aromos,156.0,3.0,0.0,159.0
CORDOBA,Santa María,Villa Parque Santa Ana,228.0,40.0,0.0,268.0
CORDOBA,Santa María,Villa San Isidro - José de la Quintana,66.0,0.0,0.0,66.0
CORDOBA,Sobremonte,Caminiaga,1.0,0.0,0.0,1.0
CORDOBA,Sobremonte,San Francisco del Chañar,1.0,2.0,0.0,3.0
CORDOBA,Tercero Arriba,Almafuerte,2476.0,1273.0,0.0,3749.0
CORDOBA,Tercero Arriba,Colonia Almada,0.0,1.0,0.0,1.0
CORDOBA,Tercero Arriba,Corralito,65.0,120.0,266.0,451.0
CORDOBA,Tercero Arriba,Dalmacio Vélez,431.0,29.0,0.0,460.0
CORDOBA,Tercero Arriba,General Fotheringham,69.0,3.0,0.0,72.0
CORDOBA,Tercero Arriba,Hernando,3277.0,126.0,2.0,3405.0
CORDOBA,Tercero Arriba,James Craik,1437.0,51.0,2.0,1490.0
CORDOBA,Tercero Arriba,Las Isletillas,8.0,0.0,0.0,8.0
CORDOBA,Tercero Arriba,Las Perdices,947.0,36.0,0.0,983.0
CORDOBA,Tercero Arriba,Oliva,2276.0,1309.0,2.0,3587.0
CORDOBA,Tercero Arriba,Pampayasta Norte,1.0,0.0,0.0,1.0
CORDOBA,Tercero Arriba,Pampayasta Sur,1.0,3.0,0.0,4.0
CORDOBA,Tercero Arriba,Punta del Agua,0.0,1.0,0.0,1.0
CORDOBA,Tercero Arriba,Río Tercero,1713.0,18664.0,218.0,20595.0
CORDOBA,Tercero Arriba,Tancacha,1481.0,9.0,0.0,1490.0
CORDOBA,Tercero Arriba,Villa Ascasubi,832.0,6.0,0.0,838.0
CORDOBA,Totoral,Las Peñas,268.0,0.0,0.0,268.0
CORDOBA,Totoral,Sarmiento,52.0,19.0,0.0,71.0
CORDOBA,Totoral,Sinsacate,66.0,763.0,11.0,840.0
CORDOBA,Totoral,Villa del Totoral,1113.0,442.0,1.0,1556.0
CORDOBA,Tulumba,Las Arrias,7.0,0.0,0.0,7.0
CORDOBA,Tulumba,Rosario del Saladillo,0.0,1.0,0.0,1.0
CORDOBA,Tulumba,San José de la Dormida,390.0,0.0,0.0,390.0
CORDOBA,Tulumba,San Pedro Norte,60.0,0.0,0.0,60.0
CORDOBA,Tulumba,Villa Tulumba,171.0,0.0,0.0,171.0
CORDOBA,Unión,Alto Alegre,164.0,132.0,0.0,296.0
CORDOBA,Unión,Ballesteros,725.0,11.0,2.0,738.0
CORDOBA,Unión,Ballesteros Sur,71.0,0.0,0.0,71.0
CORDOBA,Unión,Bell Ville,458.0,11320.0,153.0,11931.0
CORDOBA,Unión,Benjamín Gould,76.0,0.0,0.0,76.0
CORDOBA,Unión,Canals,575.0,543.0,0.0,1118.0
CORDOBA,Unión,Chilibroste,152.0,0.0,1.0,153.0
CORDOBA,Unión,Cintra,392.0,0.0,1.0,393.0
CORDOBA,Unión,Colonia Bismarck,22.0,0.0,0.0,22.0
CORDOBA,Unión,Idiazabal,444.0,16.0,1.0,461.0
CORDOBA,Unión,Justiniano Posse,1.0,2868.0,1.0,2870.0
CORDOBA,Unión,Laborde,99.0,73.0,0.0,172.0
CORDOBA,Unión,Monte Maíz,2719.0,42.0,1.0,2762.0
CORDOBA,Unión,Morrison,564.0,167.0,440.0,1171.0
CORDOBA,Unión,Noetinger,775.0,150.0,3.0,928.0
CORDOBA,Unión,Ordóñez,755.0,142.0,0.0,897.0
CORDOBA,Unión,Pascanas,256.0,0.0,0.0,256.0
CORDOBA,Unión,Pueblo Italiano,79.0,0.0,0.0,79.0
CORDOBA,Unión,Ramón J. Cárcano,20.0,0.0,0.0,20.0
CORDOBA,Unión,San Antonio de Litín,428.0,0.0,1.0,429.0
CORDOBA,Unión,San Marcos,101.0,23.0,3.0,127.0
CORDOBA,Unión,Viamonte,23.0,6.0,0.0,29.0
CORDOBA,Unión,Wenceslao Escalante,130.0,2.0,0.0,132.0
CORRIENTES,Bella Vista,Bella Vista,2295.0,86.0,300.0,2681.0
CORRIENTES,Berón de Astrada,Berón de Astrada,1.0,0.0,0.0,1.0
CORRIENTES,Capital,Corrientes,13001.0,68613.0,3833.0,85447.0
CORRIENTES,Capital,Laguna Brava,1.0,0.0,0.0,1.0
CORRIENTES,Capital,Riachuelo,172.0,0.0,0.0,172.0
CORRIENTES,Capital,San Cayetano,1.0,0.0,0.0,1.0
CORRIENTES,Concepción,Concepción,0.0,23.0,2.0,25.0
CORRIENTES,Concepción,Santa Rosa,0.0,23.0,0.0,23.0
CORRIENTES,Concepción,Tabay,1.0,19.0,0.0,20.0
CORRIENTES,Concepción,Tatacua,1.0,0.0,1.0,2.0
CORRIENTES,Curuzú Cuatiá,Cazadores Correntinos,15.0,0.0,0.0,15.0
CORRIENTES,Curuzú Cuatiá,Curuzú Cuatiá,5228.0,686.0,3042.0,8956.0
CORRIENTES,Curuzú Cuatiá,Perugorría,90.0,0.0,1.0,91.0
CORRIENTES,Empedrado,El Sombrero,8.0,0.0,0.0,8.0
CORRIENTES,Empedrado,Empedrado,1065.0,90.0,0.0,1155.0
CORRIENTES,Esquina,Esquina,1523.0,357.0,1500.0,3380.0
CORRIENTES,Esquina,Pueblo Libertador,1.0,0.0,0.0,1.0
CORRIENTES,General Alvear,Alvear,464.0,53.0,0.0,517.0
CORRIENTES,General Alvear,Estación Torrent,0.0,0.0,1.0,1.0
CORRIENTES,General Paz,Itá Ibaté,138.0,24.0,0.0,162.0
CORRIENTES,General Paz,Lomas de Vallejos,1.0,0.0,0.0,1.0
CORRIENTES,General Paz,Nuestra Señora del Rosario de Caá Catí,81.0,18.0,0.0,99.0
CORRIENTES,General Paz,Palmar Grande,11.0,0.0,0.0,11.0
CORRIENTES,Goya,Colonia Carolina,3.0,0.0,0.0,3.0
CORRIENTES,Goya,Goya,6352.0,11056.0,115.0,17523.0
CORRIENTES,ItatÍ,Itatí,398.0,63.0,0.0,461.0
CORRIENTES,ItatÍ,Ramada Paso,3.0,0.0,0.0,3.0
CORRIENTES,Ituzaingó,Colonia Liebig's,309.0,0.0,0.0,309.0
CORRIENTES,Ituzaingó,Ituzaingó,1568.0,79.0,1.0,1648.0
CORRIENTES,Ituzaingó,Villa Olivari,1.0,16.0,0.0,17.0
CORRIENTES,Lavalle,Gobernador Juan E. Martínez,53.0,0.0,0.0,53.0
CORRIENTES,Lavalle,Lavalle,2.0,0.0,0.0,2.0
CORRIENTES,Lavalle,Santa Lucía,852.0,0.0,1.0,853.0
CORRIENTES,Mburucuyá,Mburucuyá,51.0,0.0,0.0,51.0
CORRIENTES,Mercedes,Felipe Yofré,2.0,0.0,2.0,4.0
CORRIENTES,Mercedes,Mariano I. Loza  (Est. Justino Solari),2.0,0.0,0.0,2.0
CORRIENTES,Mercedes,Mercedes,3246.0,296.0,666.0,4208.0
CORRIENTES,Monte Caseros,Colonia Libertad,41.0,0.0,0.0,41.0
CORRIENTES,Monte Caseros,Estación Libertad,4.0,0.0,0.0,4.0
CORRIENTES,Monte Caseros,Juan Pujol,149.0,0.0,0.0,149.0
CORRIENTES,Monte Caseros,Mocoretá,45.0,4.0,0.0,49.0
CORRIENTES,Monte Caseros,Monte Caseros,4125.0,179.0,0.0,4304.0
CORRIENTES,Monte Caseros,Parada Acuña,10.0,0.0,0.0,10.0
CORRIENTES,Monte Caseros,Parada Labougle,7.0,0.0,0.0,7.0
CORRIENTES,OTROS,Otros,0.0,0.0,140.0,140.0
CORRIENTES,Paso de los Libres,Bonpland,56.0,0.0,2.0,58.0
CORRIENTES,Paso de los Libres,Parada Pucheta,37.0,0.0,1.0,38.0
CORRIENTES,Paso de los Libres,Paso de los Libres,4337.0,283.0,3.0,4623.0
CORRIENTES,Saladas,Saladas,743.0,91.0,0.0,834.0
CORRIENTES,Saladas,San Lorenzo,94.0,0.0,50.0,144.0
CORRIENTES,San Cosme,Paso de la Patria,191.0,0.0,0.0,191.0
CORRIENTES,San Cosme,San Cosme,253.0,19.0,0.0,272.0
CORRIENTES,San Cosme,Santa Ana,118.0,0.0,0.0,118.0
CORRIENTES,San Luis del Palmar,San Luis del Palmar,1.0,0.0,0.0,1.0
CORRIENTES,San Martín,La Cruz,280.0,47.0,0.0,327.0
CORRIENTES,San Miguel,Loreto,36.0,0.0,1.0,37.0
CORRIENTES,San Miguel,San Miguel,98.0,21.0,0.0,119.0
CORRIENTES,San Roque,Chavarría,2.0,0.0,0.0,2.0
CORRIENTES,San Roque,Pedro R. Fernández (Est. Manuel F. Mantilla),1.0,0.0,0.0,1.0
CORRIENTES,San Roque,San Roque,2.0,0.0,0.0,2.0
CORRIENTES,Santo Tomé,Garruchos,0.0,0.0,1.0,1.0
CORRIENTES,Santo Tomé,Gobernador Igr. Valentín Virasoro,1016.0,206.0,5.0,1227.0
CORRIENTES,Santo Tomé,José Rafael Gómez,0.0,0.0,31.0,31.0
CORRIENTES,Santo Tomé,Santo Tomé,2219.0,176.0,1312.0,3707.0
CORRIENTES,Sauce,Sauce,502.0,0.0,0.0,502.0
ENTRE RIOS,Colón,Arroyo Barú,91.0,0.0,0.0,91.0
ENTRE RIOS,Colón,Colón,1603.0,1838.0,2691.0,6132.0
ENTRE RIOS,Colón,Colonia Hugues,28.0,0.0,28.0,56.0
ENTRE RIOS,Colón,El Brillante,0.0,0.0,29.0,29.0
ENTRE RIOS,Colón,El Colorado,0.0,0.0,1.0,1.0
ENTRE RIOS,Colón,Hambis,6.0,0.0,0.0,6.0
ENTRE RIOS,Colón,Hocker,10.0,0.0,0.0,10.0
ENTRE RIOS,Colón,La Clarita,34.0,0.0,0.0,34.0
ENTRE RIOS,Colón,Pueblo Liebig's,120.0,0.0,26.0,146.0
ENTRE RIOS,Colón,San José,1211.0,76.0,815.0,2102.0
ENTRE RIOS,Colón,Ubajay,110.0,4.0,0.0,114.0
ENTRE RIOS,Colón,Villa  Elisa,1970.0,73.0,32.0,2075.0
ENTRE RIOS,Concordia,Calabacilla,13.0,0.0,0.0,13.0
ENTRE RIOS,Concordia,Clodomiro Ledesma,3.0,0.0,0.0,3.0
ENTRE RIOS,Concordia,Colonia Ayuí,12.0,0.0,0.0,12.0
ENTRE RIOS,Concordia,Concordia,10823.0,2694.0,110.0,13627.0
ENTRE RIOS,Concordia,Estación Yeruá,8.0,0.0,0.0,8.0
